headword,pronunciation
цетотерий,ц е т о т е́ р и и
цех,ц е х а́
цех,ц е х
цех,ц е́ х и
ци,ц и
цианобактерия,ц и а̀ н о б а к т е́ р и я
цианобактерия,ц и а̀ н о б а к т е́ р и и
цианоз,ц и а н о́ з ы
цианоз,ц и а н о́ з
цивилизация,ц и в и л и з а́ ц и я
цивилизация,ц и в и л и з а́ ц и и
цивилизованный,ц и в и л и з о́ в а н н ы й
цивилизованный,ц и в и л и з о́ в а н н ы е
цивилка,t͡ s ɨ ˈ vʲ i ɫ k ə
цивилка,t͡ s ɨ ˈ vʲ i ɫ kʲ ɪ
цидулка,ц и д у́ л к а
цидулка,ц и д у́ л к и
цикада,ц и к а́ д а
цикада,ц и к а́ д ы
цикличность,t s ɨ k ˈ lʲ i ʨ n ə sʲ tʲ ɪ
цикличность,t s ɨ k ˈ lʲ i ʨ n ə sʲ tʲ
циклоп,ц и к л о́ п ы
циклоп,ц и к л о́ п
цилиндр,t s ɨ ˈ lʲ i n d ə r
цилиндр,t s ɨ ˈ lʲ i n d r ɨ
циник,ˈ t s ɨ nʲ ɪ k
циник,ˈ t s ɨ nʲ ɪ kʲ ɪ
цинкография,t͡ s ɨ n k ɐ ˈ g r a fʲ ɪː
цинкография,t͡ s ɨ n k ɐ ˈ g r a fʲ ɪ j ə
цирк,ц и́ р к и
цирк,ц и р к
цирконий,t s ɨ r ˈ k o nʲ ɪ j
цирконий,t s ɨ r ˈ k o nʲ ɪ ɪ
циркуляция,ц и р к у л я́ ц и и
циркуляция,ц и р к у л я́ ц и я
циркумцизия,ц и р к у м ц и́ з и я
циркумцизия,ц и р к у м ц и́ з и и
цирюльник,t͡ s ɨ ˈ rʲ ʉ lʲ nʲ ɪ kʲ ɪ
цирюльник,t͡ s ɨ ˈ rʲ ʉ lʲ nʲ ɪ k
цистерна,t͡ s ɨ s ˈ t ɛ r n ɨ
цистерна,t͡ s ɨ s ˈ t ɛ r n ə
цитадель,t s ɨ̞ t ɐ ˈ d ɛ lʲ
цитадель,t s ɨ̞ t ɐ ˈ d ɛ lʲ ɪ
цитата,t͡ s ɨ ˈ t a t ɨ
цитата,t͡ s ɨ ˈ t a t ə
цитация,t͡ s ɨ ˈ t̪ ä t͡ s ɨ ɪ̯ ə
цитация,t͡ s ɨ ˈ t̪ ä t͡ s ɨ ɪ̯ ɪ
цитирование,t s ɨ ˈ tʲ i r ə v ə nʲ ɪ j ə
цитоплазма,t͡ s ɨ t̪ ɐ ˈ p ɫ a z̪ m ə
цитоплазма,t͡ s ɨ t̪ ɐ ˈ p ɫ a z̪ m ɨ
цитотоксичность,t s ɨ t ə t ɐ k ˈ sʲ i ʨ n ə sʲ tʲ ɪ
цитотоксичность,t s ɨ t ə t ɐ k ˈ sʲ i ʨ n ə sʲ tʲ
цитохром,t s ɨ t ɐ ˈ χ r o m
цитохром,t s ɨ t ɐ ˈ χ r o m ɨ
цитрон,ц и т р о́ н
цитрон,ц и т р о́ н ы
циферблат,t s ɨ fʲ ɪ r ˈ b ɫ a t
циферблат,t s ɨ fʲ ɪ r ˈ b ɫ a t ɨ
цифра,ˈ t s ɨ f r ɨ
цифра,ˈ t s ɨ f r ə
цокальщик,ˈ t͡ s o k ə lʲ ɕː ɪ k
цокальщик,ˈ t͡ s o k ə lʲ ɕː ɪ kʲ ɪ
цугундер,t͡ s ʊ ˈ ɡ u n̪ d̪ ɛ r
цугундер,t͡ s ʊ ˈ ɡ u n̪ d̪ ə r ɨ
цунами,t s ʊ ˈ n ɑ mʲ ɪ
цуцик,ц у́ ц и к и
цуцик,ц у́ ц и к
цыган,t s ɨ ˈ g a nʲ ɪ
цыган,t s ɨ ˈ g a n
цыганочка,t s ɨ ˈ g ɑ n ə ʨ kʲ ɪ
цыганочка,t s ɨ ˈ g ɑ n ə ʨ k ə
цыплятник,t͡ s ɨ p ˈ lʲ æ t̻ʲ nʲ ɪ kʲ ɪ
цыплятник,t͡ s ɨ p ˈ lʲ æ t̻ʲ nʲ ɪ k
цыплёнок,t͡ s ɨ p ˈ lʲ a t ə
цыплёнок,t͡ s ɨ p ˈ lʲ ɵ n ə k
цыплёночек,ц ы п л ё н о ч е к
цыплёночек,ц ы п л я́ т а
чабан,t͡ ɕ ɪ ˈ b a n ɨ
чабан,t͡ ɕ ɪ ˈ b a n
чавыча,t͡ ɕ ɐ ˈ v ɨ t͡ ɕ ɪ t͡ ɕ ə v ɨ ˈ t͡ ɕ i
чавыча,t͡ ɕ ɐ ˈ v ɨ t͡ ɕ ə t͡ ɕ ə v ɨ ˈ t͡ ɕ a
чадо,ч а́ д а
чадо,ч а́ д о
чадра,t͡ ɕ ɪ ˈ d̪ r ɨ
чадра,t͡ ɕ ɪ ˈ d̪ r ä
чаевод,t͡ ɕ ɪ j ɪ ˈ v o d ɨ
чаевод,t͡ ɕ ɪ j ɪ ˈ v o t
чаеводка,t͡ ɕ ɪ j ɪ ˈ v o t k ə
чаеводка,t͡ ɕ ɪ j ɪ ˈ v o t kʲ ɪ
чаеторговец,ч а̀ е т о р г о́ в е ц
чаеторговец,ч а̀ е т о р г о́ в ц ы
чай,t͡ ɕ a ɪ̯
чай,t͡ ɕ ɪ ˈ i
чайка,ˈ ʨ æ j kʲ ɪ
чайка,ˈ ʨ æ j k ə
чайник,ˈ ʨ a j nʲ ɪ k
чайник,ˈ ʨ a j nʲ ɪ kʲ ɪ
чакона,ч а к о́ н ы
чакона,ч а к о́ н а
чакра,ч а́ к р ы
чакра,ч а́ к р а
чал,ч а́ л ы
чал,ч а л
чалдон,ч а л д о́ н ы
чалдон,ч а л д о́ н
чалка,ˈ ʨ æ ɫ k ə
чалка,ˈ ʨ æ ɫ kʲ ɪ
чалма,t͡ ɕ ɪ ɫ ˈ m a
чалма,t͡ ɕ ɪ ɫ ˈ m ɨ
чамо,t ʃ ɑ m ɔ ˈ
чан,ʨ æ n
чан,ʨ ɪ ˈ n ɨ ˈ ʨ æ n ɨ
чапаруха,ʨ ɪ p ɐ ˈ r u xʲ ɪ
чапаруха,ʨ ɪ p ɐ ˈ r u x ə
чарка,ˈ t ɕ æ r kʲ ɪ
чарка,ˈ t ɕ æ r k ə
чарнокит,t͡ ɕ ɪ r n ɐ ˈ kʲ i t ɨ
чарнокит,t͡ ɕ ɪ r n ɐ ˈ kʲ i t
чародей,ʨ ɪ r ɐ ˈ dʲ e j
чародей,ʨ ɪ r ɐ ˈ dʲ e j ɪ
чарт,t͡ ɕ a r t̪
чарт,ˈ t͡ ɕ a r t̪ ɨ
чартизм,ч а р т и́ з м
чартизм,ч а р т и́ з м ы
час,t͡ ɕ ɪ ˈ s̪ ɨ
час,t͡ ɕ ä s̪
часовня,t ɕ ɪ ˈ s o v nʲ ɪ
часовня,t ɕ ɪ ˈ s o v nʲ æ
часослов,t͡ ɕ ɪ s ɐ ˈ s ɫ o f
часослов,t͡ ɕ ɪ s ɐ ˈ s ɫ o v ɨ
частица,ч а с т и́ ц ы
частица,ч а с т и́ ц а
частность,ч а́ с т н о с т ь
частность,ч а́ с т н о с т и
частота,ч а с т о́ т ы
частота,ч а с т о т а́
частотность,t͡ ɕ ɪ s ˈ t o t̻ n̻ ə sʲ tʲ ɪ
частотность,t͡ ɕ ɪ s ˈ t o t̻ n̻ ə sʲ tʲ
частушка,t͡ ɕ ɪ s̪ ˈ t̪ u ʂ k ə
частушка,t͡ ɕ ɪ s̪ ˈ t̪ u ʂ kʲ ɪ
часть,ч а с т ь
часть,ч а́ с т и
чахотка,t͡ ɕ ɪ ˈ x o t k ə
чахотка,t͡ ɕ ɪ ˈ x o t kʲ ɪ
чахоточный,t͡ ɕ ɪ ˈ x o t ə t͡ ɕ n̻ ɨ ɪ
чахоточный,t͡ ɕ ɪ ˈ x o t ə t͡ ɕ n̻ ɨ ɪ̯
чахохбили,t ɕ ɪ x ɐ x ˈ bʲ i lʲ ɪ
чаша,ˈ t ɕ a ʂ ə
чаша,ˈ t ɕ a ʂ ɨ
чашечка,ч а́ ш е ч к а
чашечка,ч а́ ш е ч к и
чекан,ч е к а́ н
чекан,ч е к а́ н ы
чекист,t͡ ɕ ɪ ˈ kʲ i s t
чекист,t͡ ɕ ɪ ˈ kʲ i s t ɨ
чел,t͡ ɕ e l
чел,ˈ t͡ ɕ e l ɨ
челдон,ч е л д о́ н ы
челдон,ч е л д о́ н
челнок,ч е л н о́ к и
челнок,ч е л н о́ к
челночник,t͡ ɕ ɪ ɫ ˈ n o t͡ ɕ nʲ ɪ kʲ ɪ
челночник,t͡ ɕ ɪ ɫ ˈ n o t͡ ɕ nʲ ɪ k
чело,ˈ t ɕ o̞ ɫ ə
чело,t ɕ ɪ ˈ ɫ o
челобитчик,t͡ ɕ ɪ ɫ ɐ ˈ bʲ i t͡ ɕː ɪ kʲ ɪ
челобитчик,t͡ ɕ ɪ ɫ ɐ ˈ bʲ i t͡ ɕː ɪ k
человек,t͡ ɕ ɪ ɫ ɐ ˈ vʲ e k
человек,ˈ lʲ ʉ dʲ ɪ t͡ ɕ ɪ ɫ ɐ ˈ vʲ e kʲ ɪ
человекообразность,ч е л о в е к о о б р а́ з н о с т и
человекообразность,ч е л о в е к о о б р а́ з н о с т ь
человечество,ч е л о в е́ ч е с т в о
человечество,н о р м а с д и а к р и т и к о й
человечество,ч е л о в е́ ч е с т в а
человечество,н о р м а б е з д и а к р и т и к и
человечество,t ɕ ɪ ɫ̪ ɐ ˈ vʲ e t ɕ ɪ s̪ t̪ v ə
человечина,ч е л о в е́ ч и н ы
человечина,ч е л о в е́ ч и н а
человечный,ч е л о в е́ ч н ы й
человечный,ч е л о в е́ ч н ы е
челюсть,ˈ t͡ ɕ e lʲ ʊ sʲ tʲ
челюсть,ˈ t͡ ɕ e lʲ ʊ sʲ tʲ ɪ
чемодан,t͡ ɕ ɪ m ɐ ˈ d̪ ä n̪ ɨ
чемодан,t͡ ɕ ɪ m ɐ ˈ d̪ ä n̪
чепец,ч е п ц ы́
чепец,ч е п е́ ц
червы,
червы,ˈ ʨ e r v ɨ
червь,ˈ t͡ ɕ e r vʲ ɪ
червь,t͡ ɕ e r fʲ
червяк,t͡ ɕ ɪ r vʲ ɪ ˈ kʲ i
червяк,t͡ ɕ ɪ r ˈ vʲ æ k
чердак,t͡ ɕ ɪ r d ɐ ˈ kʲ i
чердак,t͡ ɕ ɪ r ˈ d a k
череда,ʨ ɪ rʲ ɪ ˈ d ɨ
череда,ʨ ɪ rʲ ɪ ˈ d a
черемша,ч е р е м ш и́
черемша,ч е р е м ш а́
череп,ʨ ɪ rʲ ɪ ˈ p a
череп,ˈ ʨ e rʲ ɪ̥ p
черепаха,ʨ ɪ rʲ ɪ ˈ p a x ə
черепаха,ʨ ɪ rʲ ɪ ˈ p a xʲ ɪ
черепок,ʨ ɪ rʲ ɪ ˈ p kʲ i
черепок,ʨ ɪ rʲ ɪ ˈ p o k
черешня,t ɕ ɪ ˈ rʲ e ʂ nʲ ə
черешня,t ɕ ɪ ˈ rʲ e ʂ nʲ ɪ
черкес,t ɕ ɪ r ˈ kʲ ɛ s ɨ
черкес,t ɕ ɪ r ˈ kʲ ɛ s
черкеска,t ɕ ɪ r ˈ kʲ ɛ s k ɪ
черкеска,t ɕ ɪ r ˈ kʲ ɛ s k ɐ
черника,ʨ ɪ r ˈ nʲ i k ə
черника,ʨ ɪ r ˈ nʲ i kʲ ɪ
чернила,
чернила,t ɕ ɪ r ˈ nʲ i ɫ ə
черница,ч е р н и́ ц ы
черница,ч е р н и́ ц а
чернобыльник,t ɕ ɪ r n ɐ ˈ b ɨ lʲ nʲ ɪ k
чернобыльник,t ɕ ɪ r n ɐ ˈ b ɨ lʲ nʲ ɪ kʲ ɪ
черногорец,t͡ ɕ ɪ r n ɐ ˈ g o rʲ ɪ t͡ s
черногорец,t͡ ɕ ɪ r n ɐ ˈ g o r t͡ s ɨ
чернозём,ʨ ɪ r n ɐ ˈ zʲ ɵ m ɨ
чернозём,ʨ ɪ r n ɐ ˈ zʲ ɵ m
чернокнижник,ч е р н о к н и́ ж н и к и
чернокнижник,ч е р н о к н и́ ж н и к
черномазый,ч е р н о м а́ з ы й
черномазый,ч е р н о м а́ з ы е
черноризица,ч е р н о р и́ з и ц ы
черноризица,ч е р н о р и́ з и ц а
чернорубашечник,ч ѐ р н о р у б а́ ш е ч н и к и
чернорубашечник,ч ѐ р н о р у б а́ ш е ч н и к
чернослив,t͡ ɕ ɪ r n̪ ɐ ˈ s̪ lʲ i f
чернослив,t͡ ɕ ɪ r n̪ ɐ ˈ s̪ lʲ i v ɨ
черныш,ч е р н ы́ ш
черныш,ч е р н ы ш и́
чернь,ʨ e r nʲ ɪ
чернь,ʨ e r nʲ
чероки,t ɕ ɪ ˈ r o kʲ ɪ
черта,ʨ ɪ r ˈ t ɨ
черта,ʨ ɪ r ˈ t a
чертовщина,t͡ ɕ ɪ r t̪ ɐ f ˈ ɕː i n̪ ɨ
чертовщина,t͡ ɕ ɪ r t̪ ɐ f ˈ ɕː i n̪ ə
чертог,t͡ ɕ ɪ r ˈ t̪ o̞ k
чертог,t͡ ɕ ɪ r ˈ t̪ o̞ gʲ ɪ
чертополох,ʨ ɪ r t ə p ɐ ˈ ɫ o̞ x
чертополох,ʨ ɪ r t ə p ɐ ˈ ɫ o̞ xʲ ɪ
чертёж,t͡ ɕ ɪ r tʲ ɪ ˈ ʐ ɨ
чертёж,t͡ ɕ ɪ r ˈ tʲ ɵ ʂ
чертёжник,ʨ ɪ r ˈ tʲ ɵ ʐ nʲ ɪ k
чертёжник,ʨ ɪ r ˈ tʲ ɵ ʐ nʲ ɪ kʲ ɪ
чертёжный,ʨ ɪ r ˈ tʲ ɵ ʐ n ɨ̞ j
чертёжный,ʨ ɪ r ˈ tʲ ɵ ʐ n ɨ̞ j ə
чертёнок,t ɕ ɪ r tʲ ɪ ˈ nʲ æ t ə
чертёнок,t ɕ ɪ ˈ r tʲ ɵ n ə k
черчение,t͡ ɕ ɪ r ˈ t͡ ɕ e nʲ ɪ j ə
черёмуха,t͡ ɕ ɪ ˈ rʲ ɵ m ʊ xʲ ɪ
черёмуха,t͡ ɕ ɪ ˈ rʲ ɵ m ʊ x ə
чеснок,t͡ ɕ ɪ s̪ n̪ ɐ ˈ kʲ i
чеснок,t͡ ɕ ɪ s̪ ˈ n̪ o k
честолюб,ч е с т о л ю́ б ы
честолюб,ч е с т о л ю́ б
честолюбие,ʨ ɪ s t ɐ ˈ lʲ ʉ bʲ ɪ j ə
четверг,н о р м а д о п у с т и м о с т а р ш е е
четверг,ч е т в е́ р г
четверг,ч е т в е р г и́
четверг,ч е т ь в е р ь г и́
четверг,ч е т ь в е́ р ь г
четверостишие,ч е т в е р о с т и́ ш и е
четверостишие,ч е т в е р о с т и́ ш и я
четверостишье,ч е т в е р о с т и́ ш ь е
четверостишье,ч е т в е р о с т и́ ш ь я
четвертак,ʨ ɪ t vʲ ɪ r ˈ t a k
четвертак,ʨ ɪ t vʲ ɪ r t ə ˈ kʲ i
четвертичный,ч е т в е р т и́ ч н ы й
четвертичный,ч е т в е р т и́ ч н ы е
четвертование,ч е т в е р т о в а́ н и я
четвертование,ч е т в е р т о в а́ н и е
четвертователь,ч е т в е р т о в а́ т е л ь
четвертователь,ч е т в е р т о в а́ т е л и
четвертьфинал,t͡ ɕ ɪ t vʲ ɪ r tʲ fʲ ɪ ˈ n a ɫ ɨ ˌ t͡ ɕ e t vʲ ɪ r tʲ fʲ ɪ ˈ n a ɫ ɨ
четвертьфинал,t͡ ɕ ɪ t vʲ ɪ r tʲ fʲ ɪ ˈ n a ɫ ˌ t͡ ɕ e t vʲ ɪ r tʲ fʲ ɪ ˈ n a ɫ
четвертьфиналист,ч ѐ т в е р т ь ф и н а л и́ с т ы
четвертьфиналист,ч ѐ т в е р т ь ф и н а л и́ с т
четвертьфиналистка,ч ѐ т в е р т ь ф и н а л и́ с т к и
четвертьфиналистка,ч ѐ т в е р т ь ф и н а л и́ с т к а
четь,ч е́ т и
четь,ч е т ь
чех,ч е́ х и
чечевица,t͡ ɕ ɪ t͡ ɕ ɪ ˈ vʲ i t͡ s ə
чечевица,t͡ ɕ ɪ t͡ ɕ ɪ ˈ vʲ i t͡ s ɨ
чечен,t ɕ ɪ ˈ t ɕ ɛ n
чечен,t ɕ ɪ ˈ t ɕ ɛ n ɨ
чеченец,t ɕ ɪ ˈ t ɕ ɛ n t s ɨ
чеченец,t ɕ ɪ ˈ t ɕ ɛ n ɪ t s
чечётка,ʨ ɪ ˈ ʨ ɵ t k ə
чечётка,ʨ ɪ ˈ ʨ ɵ t kʲ ɪ
чечёточник,ʨ ɪ ˈ ʨ ɵ t ə ʨ nʲ ɪ k
чечёточник,ʨ ɪ ˈ ʨ ɵ t ə ʨ nʲ ɪ kʲ ɪ
чешуя,ч е ш у и́
чешуя,ч е ш у я́
чи,t͡ ɕ ɪ
чибрик,ˈ t͡ ɕ i b rʲ ɪ kʲ ɪ
чибрик,ˈ t͡ ɕ i b rʲ ɪ k
чижик,ˈ ʨ i ʐ ɨ kʲ ɪ
чижик,ˈ ʨ i ʐ ɨ k
чикс,t͡ ɕ i k s̪
чикс,ˈ t͡ ɕ i k s̪ ɨ
чикса,t͡ ɕ ɪ k ˈ s a ˈ t͡ ɕ i k s ə
чикса,t͡ ɕ ɪ k ˈ s ɨ ˈ t͡ ɕ i k s ɨ
чилига,ч и л и́ г и
чилига,ч и л и́ г а
чилим,ч и л и́ м
чилим,ч и л и́ м ы
чин,ч и́ н
чин,ч и н ы́
чинара,ч и н а́ р а
чинара,ч и н а́ р ы
чиновник,ч и н о́ в н и к
чиновник,ч и н о́ в н и к и
чирик,ч и́ р и к и
чирик,ч и́ р и к
чиркаш,t͡ ɕ ɪ r k ɐ ˈ ʂ ɨ
чиркаш,t͡ ɕ ɪ r ˈ k ä ʂ
численность,ч и́ с л е н н о с т и
численность,ч и́ с л е н н о с т ь
числитель,t͡ ɕ ɪ s ˈ lʲ i tʲ ɪ lʲ ɪ
числитель,t͡ ɕ ɪ s ˈ lʲ i tʲ ɪ lʲ
число,ˈ t͡ ɕ i s̪ ɫ̪ ə
число,t͡ ɕ ɪ ˈ s̪ ɫ̪ o̞
чистик,ˈ t͡ ɕ i sʲ tʲ ɪ kʲ ɪ
чистик,ˈ t͡ ɕ i sʲ tʲ ɪ k
чистописание,ч и с т о п и с а́ н и я
чистописание,ч и с т о п и с а́ н и е
чистописанье,ч и с т о п и с а́ н ь я
чистописанье,ч и с т о п и с а́ н ь е
чистописатель,ч и с т о п и с а́ т е л и
чистописатель,ч и с т о п и с а́ т е л ь
чистопись,ч и́ с т о п и с ь
чистопись,ч и́ с т о п и с и
чистотел,ч и с т о т е́ л
чистотел,ч и с т о т е́ л ы
чистюля,ʨ ɪ ˈ s tʲ ʉ lʲ ə
чистюля,ʨ ɪ ˈ s tʲ ʉ lʲ ɪ
чита,ч и́ т а
чита,ч и́ т ы
читаемый,ʨ ɪ ˈ t a ɪ m ɨ j
читаемый,ʨ ɪ ˈ t a ɪ m ɨ j ɛ
чих,t͡ ɕ i xʲ ɪ
чих,t͡ ɕ i x
член,ч л е н
член,ч л е́ н ы
членение,t͡ ɕ lʲ ɪ ˈ nʲ e nʲ ɪ j ə
чмо,t͡ ɕ m ä
чмо,t͡ ɕ m o̞
чмошник,ˈ t͡ ɕ m o ʂ nʲ ɪ kʲ i
чмошник,ˈ t͡ ɕ m o ʂ nʲ i k
чорт,ˈ t͡ ɕ e r tʲ ɪ
чорт,t͡ ɕ ɵ r t̪
чреватость,t͡ ɕ rʲ ɪ ˈ v ä t̪ ə sʲ tʲ ɪ
чреватость,t͡ ɕ rʲ ɪ ˈ v ä t̪ ə sʲ tʲ
чревовещание,t͡ ɕ rʲ e v ə vʲ ɪ ˈ ɕː æ nʲ ɪ j ə
чревоугодие,ʨ rʲ ə v ə ʊ ˈ g o̞ dʲ ɪ̝ j ə
чревоугодие,ʨ rʲ ə v ə ʊ ˈ g o̞ dʲ ɪ̝ j ɪ
чреда,ʨ rʲ ɪ ˈ d a
чреда,ʨ rʲ ɪ ˈ d ɨ
чтица,ч т и́ ц ы
чтица,ч т и́ ц а
чубчик,ˈ t͡ ɕ ʉ p t͡ ɕ ɪ k
чувак,t͡ ɕ ʊ v ɐ ˈ kʲ i
чувак,t͡ ɕ ʊ ˈ v a k
чувал,t͡ ɕ ʊ ˈ v a ɫ̪
чувал,t͡ ɕ ʊ ˈ v a ɫ̪ ɨ
чувство,ч у́ в с т в а
чувство,ч у́ в с т в о
чудачество,ч у д а́ ч е с т в о
чудачество,ч у д а́ ч е с т в а
чудище,ˈ t ɕ u dʲ ɪ ɕː ə
чудо,ˈ ʨ ʉ d ə
чудо,ʨ ʉ dʲ ɪ ˈ s a
чудотворец,ʨ ʉ d ɐ ˈ t v o r t s ɨ
чудотворец,ʨ ʉ d ɐ ˈ t v o rʲ ɪ t s
чудотворство,t͡ ɕ ʊ d̪ ɐ ˈ t̪ v o r s̪ t̪ v ə
чуждость,ˈ t͡ ɕ u ʐ d̪ ə sʲ tʲ
чуждость,ˈ t͡ ɕ u ʐ d̪ ə sʲ tʲ ɪ
чулан,t͡ ɕ ʉ ˈ ɫ a n ɨ
чулан,t͡ ɕ ʉ ˈ ɫ a n
чулок,ч у л к и́
чулок,ч у л о́ к
чум,ч у м
чум,ч у́ м ы
чур,ч у́ р ы
чурбак,ʨ ʊ r b ɐ ˈ kʲ i
чурбак,ʨ ʊ r ˈ b a k
чурбан,ч у р б а́ н ы
чурбан,ч у р б а́ н
чурка,ˈ t͡ ɕ u r kʲ ɪ
чурка,ˈ t͡ ɕ u r k ə
чутьё,t͡ ɕ ʉ tʲ ˈ j ɵ
чутьё,t͡ ɕ ʉ tʲ ˈ j ə
чухонец,ч у х о́ н е ц
чухонец,ч у х о́ н ц ы
чучела,ˈ t͡ ɕ u t͡ ɕ ɪ ɫ̪ ə
чучела,ˈ t͡ ɕ u t͡ ɕ ɪ ɫ̪ ɨ
чучело,ˈ t͡ ɕ u t͡ ɕ ɪ ɫ̪ ə
чучхе,t͡ ɕ ʉ ˈ t͡ ɕ xʲ e
чушка,ч у́ ш к а
чушка,ч у́ ш к и
чёлн,t͡ ɕ ɪ ɫ̪ ˈ n̪ ɨ
чёлн,t͡ ɕ o̞ ɫ̪ n̪
чёрный,ч ё р н ы й
чёрный,ч ё р н ы е
чёрт,ˈ t͡ ɕ e r tʲ ɪ
чёрт,t͡ ɕ ɵ r t̪
чёс,ˈ ʨ ɵ s ɨ
чёс,ʨ ɵ s
чётки,
чётки,ˈ t ʃʲ o t kʲ i
шаблон,ʂ ɐ b ˈ ɫ o n
шаблон,ʂ ɐ b ˈ ɫ o n ɨ
шаблонизатор,ш а б л о н и з а́ т о р ы
шаблонизатор,ш а б л о н и з а́ т о р
шаблонизация,ш а б л о н и з а́ ц и и
шаблонизация,ш а б л о н и з а́ ц и я
шаверма,ш а в е́ р м ы
шаверма,ш а в е́ р м а
шавка,ˈ ʂ ä f k ə
шавка,ˈ ʂ ä f kʲ ɪ
шаг,ʂ ɨ ˈ gʲ i
шаг,ʂ a k
шаг,ʂ ɐ ˈ gʲ i
шаг,н о р м а с т а р о м о с к о в с к а я н о р м а
шагомер,ʂ ə g ɐ mʲ e r ɨ
шагомер,ʂ ə g ɐ mʲ e r
шайка,ˈ ʂ a j kʲ ɪ
шайка,ˈ ʂ a j k ə
шайтан,ʂ ɐ j ˈ t a n
шайтан,ʂ ɐ j ˈ t a n ɨ
шалава,ʂ ɐ ˈ ɫ a v ɨ
шалава,ʂ ɐ ˈ ɫ a v ə
шалаш,ʂ ə ˈ ɫ ɐ ˈ ʂ ɨ
шалаш,ʂ ɐ ˈ ɫ a ʂ
шалашовка,ʂ ɐ ɫ̪ ɐ ˈ ʂ o f kʲ ɪ
шалашовка,ʂ ɐ ɫ̪ ɐ ˈ ʂ o f k ə
шалопай,ʂ ə ɫ ɐ ˈ p a ɪ
шалопай,ʂ ə ɫ ɐ ˈ p a j
шалопайка,ʂ ə ɫ ɐ ˈ p a j k ɪ
шалопайка,ʂ ə ɫ ɐ ˈ p a j k ə
шалость,ш а́ л о с т и
шалость,ш а́ л о с т ь
шалунишка,ʂ ə ɫ ʊ ˈ nʲ i ʂ kʲ ɪ
шалунишка,ʂ ə ɫ ʊ ˈ nʲ i ʂ k ə
шалыга,ˈ ʂ a ɫ̪ ɨ ɡʲ ɪ
шалыга,ˈ ʂ a ɫ̪ ɨ ɡ ə
шалыга,ʂ ɐ ˈ ɫ̪ ɨ ɡ ə
шалыга,ʂ ɐ ˈ ɫ̪ ɨ ɡʲ ɪ
шаман,ш а м а́ н
шаман,ш а м а́ н ы
шаматон,ʂ ə m ɐ ˈ t o n
шаматон,ʂ ə m ɐ ˈ t o n ɨ
шампанское,ʂ ɐ m ˈ p a n s k ə j ə
шампанское,ʂ ɐ m ˈ p a n s kʲ ɪ j ə
шампур,ʂ ɐ m ˈ p u r ɨ
шампур,ʂ ɐ m ˈ p u r
шансон,ʂ ɐ n̻ ˈ s o n
шансон,ʂ ɐ n̻ ˈ s o n ɨ
шантаж,ʂ ɐ n ˈ t ɑ ʂ
шантаж,ʂ ə n t ɐ ˈ ʐ ɨ
шантажистка,ш а н т а ж и́ с т к а
шантажистка,ш а н т а ж и́ с т к и
шантрапа,
шантрапа,ʂ ɐ n̪ t̪ r ɐ ˈ p a
шаньга,ш а́ н ь г и
шаньга,ш а́ н ь г а
шапка,ш а́ п к а
шапка,ш а́ п к и
шапочный,ˈ ʂ a p ə ʂ n ɨ j
шапочный,н о р м а м о с к о в с к а я н о р м а
шапочный,ˈ ʂ a p ə ʂ n ɨ j j ɛ
шар,ʂ ɐ ˈ r ɨ
шар,ʂ ä r
шарабан,ʂ ə r ɐ ˈ b a n
шарабан,ʂ ə r ɐ ˈ b a n ɨ
шарада,ʂ ɐ ˈ r ɑ d ɨ
шарада,ʂ ɐ ˈ r ɑ d ə
шарик,ˈ ʂ ä rʲ ɪ kʲ ɪ
шарик,ˈ ʂ ä rʲ ɪ k
шарлатан,ш а р л а т а́ н
шарлатан,ш а р л а т а́ н ы
шарлотка,ʂ ɐ r ˈ ɫ̪ o̞ t k ə
шарлотка,ʂ ɐ r ˈ ɫ̪ o̞ t kʲ ɪ
шарм,ш а р м
шарм,ш а́ р м ы
шарманка,ʂ ɐ r ˈ m a n k ə
шарманка,ʂ ɐ r ˈ m a n kʲ ɪ
