headword,pronunciation
servire,s e r ˈ v i r e
servitore,s e r v i ˈ t o r e
servizio,s e r ˈ v i t s j o
servo,ˈ s ɛ r v o
sesquipedale,s e s k w i p e ˈ d a l e
sessanta,s e s ˈ s a n t a
sesso,ˈ s ɛ s s o
sessuale,s e s s u ˈ a l e
sestetto,s e s ˈ t e t t o
sestina,s e ˈ s t i n a
sestriere,s e ˈ s t j ɛ r e
set,s ɛ t
seta,ˈ s e t a
setacciare,s e t a t ˈ t ʃ a r e
setaccio,s e ˈ t a t t ʃ o
sete,ˈ s e t e
sette,ˈ s ɛ t t e
settecento,s e t t e ˈ t ʃ ɛ n t o
settembre,s e t ˈ t ɛ m b r e
settenario,s e t t e ˈ n a r j o
settennio,s e t ˈ t ɛ n n j o
settentrione,s e t t e n ˈ t r j o n e
setticlavio,s e t t i ˈ k l a v j o
settico,ˈ s ɛ t t i k o
settimana,s e t t i ˈ m a n a
settimo,ˈ s ɛ t t i m o
settore,s e t ˈ t o r e
severo,s e ˈ v ɛ r o
sevizia,s e ˈ v i t t s j a
seviziare,s e v i t ˈ t s j a r e
seviziatore,s e v i t t s j a ˈ t o r e
sezione,s e ˈ t s j o n e
sfacelo,s f a ˈ t ʃ ɛ l o
sfaldare,s f a l ˈ d a r e
sfarzo,ˈ s f a r t s o
sfarzosità,s f a r t s o s i ˈ t a
sfaticato,s f a t i ˈ k a t o
sfavorevole,s f a v o ˈ r e v o l e
sfera,ˈ s f ɛ r a
sferico,ˈ s f ɛ r i k o
sferragliare,s f e r r a ʎ ˈ ʎ a r e
sferzare,s f e r ˈ t s a r e
sfida,ˈ s f i d a
sfidare,s f i ˈ d a r e
sfiduciati,s f i d u ˈ t͡ ʃ a t i
sfizio,ˈ s f i t t s j o
sfoderare,s f o d e ˈ r a r e
sfoggio,ˈ s f ɔ d d ʒ o
sfogliatella,s f o ʎ ʎ a ˈ t ɛ l l a
sfogo,ˈ s f o g o
sfollato,s f o l ˈ l a t o
sfondo,ˈ s f o n d o
sforbiciare,s f o r b i ˈ t ʃ a r e
sfornare,s f o r ˈ n a r e
sfornito,s f o r ˈ n i t o
sfortuna,s f o r ˈ t u n a
sfortunato,s f o r t u ˈ n a t o
sforzare,s f o r ˈ t s a r e
sforzo,ˈ s f ɔ r t s o
sfottere,ˈ s f o t t e r e
sfracellare,s f r a t ʃ e l ˈ l a r e
sfregiare,s f r e ˈ d ʒ a r e
sfregio,ˈ s f r e d ʒ o
sfregio,ˈ s f r ɛ d ʒ o
sfrontato,s f r o n ˈ t a t o
sfruttamento,s f r u t t a ˈ m e n t o
sfruttare,s f r u t ˈ t a r e
sfruttatore,s f r u t t a ˈ t o r e
sfuggire,s f u d ˈ d ʒ i r e
sfumare,s f u ˈ m a r e
sfumatura,s f u m a ˈ t u r a
sfumino,s f u ˈ m i n o
sfuocato,s f w o ˈ k a t o
sgabello,z g a ˈ b ɛ l l o
sgangherato,z g a ŋ g h e ˈ r a t o
sgarbato,z g a r ˈ b a t o
sgomento,z g o ˈ m e n t o
sgominare,z g o m i ˈ n a r e
sgorbia,ˈ z g o r b j a
sgozzare,z g o t ˈ t s a r e
sgozzato,z g o t ˈ t s a t o
sgradevole,z g r a ˈ d e v o l e
sgranare,z g r a ˈ n a r e
sgranocchiare,z g r a n o k ˈ k j a r e
sgravio,ˈ z g r a v j o
sgravo,ˈ s g r a v o
sgraziato,z g r a ˈ t s j a t o
sgualdrina,z g w a l ˈ d r i n a
sguardo,ˈ z g w a r d o
sguattero,ˈ z g w a t t e r o
sgufare,z g u ˈ f a r e
sguinzagliare,z g w i n t s a ʎ ˈ ʎ a r e
shampista,ʃ a m ˈ p i s t a
shintoismo,ʃ i n t o ˈ i z m o
shopping,ˈ ʃ ɔ p p i n g
si,ˈ s i
sia,ˈ s i a
siano,ˈ s i̯ a n o
siberiano,s i b e ˈ r j a n o
sibilla,s i ˈ b i l l a
sibille,s i ˈ b i l l e
sibillina,s i b i l ˈ l i n a
sibillina,s i b i l ˈ l iː n a
sibilline,s i b i l ˈ l iː n e
sibilline,s i b i l ˈ l i n e
sibillini,s i b i l ˈ l iː n i
sibillini,s i b i l ˈ l i n i
sibillino,s i b i l ˈ l iː n o
sibillino,s i b i l ˈ l i n o
sicario,s i ˈ k a r j o
siciliano,s i t ʃ i ˈ l j a n o
sicumera,s i k u ˈ m ɛ r a
sicurezza,s i k u ˈ r e t t s a
sicuro,s i ˈ k u r o
siderurgia,s i d e r u r ˈ d ʒ i a
siepe,ˈ s j ɛ p e
siero,ˈ s j ɛː r o
sieroanafilassi,s j e r o a n a f i ˈ l a s s i
sieroterapia,s j e r o t e r a ˈ p i a
siesta,ˈ s j e s t a
sigaretta,s i g a ˈ r e t t a
sigarette,s i g a ˈ r e t t e
sigaro,ˈ s i g a r o
sigillante,s i d ʒ i l ˈ l a n t e
sigillare,s i d ʒ i l ˈ l a r e
sigillo,s i ˈ d ʒ i l l o
sigla,ˈ s i g l a
significante,s i ɲ ɲ i f i ˈ k a n t e
significare,s i ɲ ɲ i f i ˈ k a r e
significati,s i ɲ ɲ i f i ˈ k a t i
significativa,s i ɲ ɲ i f i ˈ k a t i v a
significative,s i ɲ ɲ i f i ˈ k a t i v e
significativi,s i ɲ ɲ i f i ˈ k a t i v i
significatività,s i ɲ ɲ i f i k a t i v i ˈ t a
significativo,s i ɲ ɲ i f i ˈ k a t i v o
significato,s i ɲ ɲ i f i ˈ k a t o
signora,s i ˈ ɲ o r a
signore,s i ˈ ɲ o r e
signori,s i ˈ ɲ ɲ o r i
signorile,s i ɲ ɲ o ˈ r i l e
signorina,s i ɲ o ˈ r i n a
signorine,s i ɲ ɲ o ˈ r i n e
signorinella,s i ɲ ɲ o r i ˈ n ɛ l l a
signorinelle,s i ɲ ɲ o r i ˈ n ɛ l l e
signorinetta,s i ɲ ɲ o r i ˈ n ɛ t t a
signorinette,s i ɲ ɲ o r i ˈ n ɛ t t e
sileno,s i ˈ l ɛ n o
silente,s i ˈ l ɛ n t e
silenziatore,s i l e n t s j a ˈ t o r e
silenzio,s i ˈ l ɛ n t s j o
silenziosamente,s i l e n t s j o z a ˈ m e n t e
silenzioso,s i l e n ˈ t s j o z o
silice,ˈ s i l i t ʃ e
siliceo,s i ˈ l i t ʃ e o
silicio,s i ˈ l i t ʃ o
silicone,s i l i ˈ k o n e
sillaba,ˈ s i l l a b a
sillabare,s i l l a b a ˈ t s j o n e
sillabari,s i l l a ˈ b a r i
sillabario,s i l l a ˈ b a r j o
sillabazione,s i l l a b a t ˈ t s j o n e
sillabe,ˈ s i l l a b e
sillabica,s i l ˈ l a b i k a
sillabiche,s i l ˈ l a b i k e
sillabici,s i l ˈ l a b i t ʃ i
sillabico,s i l ˈ l a b i k o
sillogismo,s i l l o ˈ d ʒ i z m o
silografia,s i l o g r a ˈ f i a
silografo,s i ˈ l ɔ g r a f o
siluriano,s i l u ˈ r j a n o
simbiosi,s i m b i ˈ ɔ z i
simbolico,s i m ˈ b ɔ l i k o
simbolismo,s i m b o ˈ l i z m o
simbolo,ˈ s i m b o l o
simile,ˈ s i m i l e
simmetria,s i m m e ˈ t r i a
simmetrico,s i m ˈ m ɛ t r i k o
simpatia,s i m p a ˈ t i a
simpatica,s i m ˈ p a t i k a
simpatico,s i m ˈ p a t i k o
simpatizzante,s i m p a t i d ˈ d z a n t e
simpatizzanti,s i m p a t i d ˈ d z a n t e
simulacro,s i m u ˈ l a k r o
simulare,s i m u ˈ l a r e
simulatore,s i m u l a ˈ t o r e
simulazione,s i m u l a ˈ t s j o n e
simulazioni,s i m u l a ˈ t s j o n i
simultaneo,s i m u l ˈ t a n e o
sinagoga,s i n a ˈ g ɔ g a
sinallagma,s i n a l ˈ l a g m a
sinapsi,s i ˈ n a p s i
sincero,s i n ˈ t ʃ ɛ r o
sincope,ˈ s i ŋ k o p e
sincronia,s i ŋ k r o ˈ n iː a
sincronia,s i n k r o ˈ n i a
sincronie,s i n k r o ˈ n i e
sincronie,s i ŋ k r o ˈ n iː e
sincronismi,s i ŋ k r o ˈ n i z m i
sincronismi,s i n k r o ˈ n i s m i
sincronismo,s i n k r o ˈ n i z m o
sincronizzare,s i n k r o n i d ˈ d z a r e
sincronizzazione,s i n k r o n i d d z a ˈ t s j o n e
sindaca,ˈ s i n d a k a
sindacalista,s i n d a k a ˈ l i s t a
sindacare,s i n d a ˈ k a r e
sindacato,s i n d a ˈ k a t o
sindaco,ˈ s i n d a k o
sindrome,ˈ s i n d r o m e
sineddoche,s i ˈ n ɛ d d o k e
sinedrio,s i ˈ n ɛ d r j o
sinestesia,s i n e s t e ˈ z i a
sinestetico,s i n e ˈ s t ɛ t i k o
sinfarosa,s i n f o ˈ r o s a
sinfarose,s i n f a ˈ r o s e
sinforosa,s i n f o ˈ r o s a
sinforose,s i n f o ˈ r o s e
singhiozzare,s i ŋ g h j o t ˈ t s a r e
singhiozzo,s i n ˈ g h j o z z o
singolare,s i ŋ g o ˈ l a r e
singolarità,s i ŋ g o l a r i ˈ t a
sinistro,s i ˈ n i s t r o
sinizzazione,s i n i d d z a ˈ t s j o n e
sinodo,ˈ s i n o d o
sinonimi,s i ˈ n ɔ n i m i
sinonimo,s i ˈ n ɔ n i m o
sinottico,s i ˈ n ɔ t t i k o
sintagmatico,s i n t a g ˈ m a t i k o
sintassi,s i n ˈ t a s s i
sintattico,s i n ˈ t a t t i k o
sintesi,ˈ s i n t e z i
sinteticamente,s i n t ɛ t i k a ˈ m e n t e
sintetico,s i n ˈ t ɛ t i k o
sintetizzare,s i n t e t i d ˈ d z a r e
sintomatico,s i n t o ˈ m a t i k o
sintomatologia,s i n t o m a t o l o ˈ d ʒ i a
sintomo,ˈ s i n t o m o
sintonizzatore,s i n t o n i d d z a ˈ t o r e
sinuoso,s i n u ˈ o z o
sipario,s i ˈ p a r j o
sirena,s i ˈ r ɛ n a
siringa,s i ˈ r i ŋ g a
sismico,ˈ s i z m i k o
sistema,s i ˈ s t ɛ m a
sistemare,s i s t e ˈ m a r e
sistemazione,s i s t e m a t ˈ t s j o n e
sistemistica,s i s t e ˈ m i s t i k a
sistola,ˈ s i s t o l a
sistole,ˈ s i s t o l e
sito,ˈ s i t o
situato,s i t u ˈ a t o
situazionale,s i t u a t t s j o ˈ n a l e
situazione,s i t w a ˈ t s j o n e
slacciare,z l a t ˈ t ʃ a r e
slanciato,z l a n ˈ t ʃ a t o
slancio,ˈ z l a n t ʃ o
slava,ˈ s l ɑː v ə
sleale,z l e ˈ a l e
slealtà,z l e a l ˈ t a
slide,ˈ z l a i d
slip,ˈ s l i p
slitta,ˈ z l i t t a
slittare,z l i t ˈ t a r e
slogare,z l o ˈ g a r e
slovacco,z l o ˈ v a k k o
sloveno,z l o ˈ v ɛ n o
smacchiatore,z m a k k j a ˈ t o r e
smacco,ˈ z m a k k o
smagliare,z m a ʎ ˈ ʎ a r e
smalto,ˈ z m a l t o
smanettamento,z m a n e t t a ˈ m e n t o
smanettare,z m a n e t ˈ t a r e
smargiassata,z m a r d ʒ a s ˈ s a t a
smarrimento,z m a r r i ˈ m e n t o
smembramento,z m e m b r a ˈ m e n t o
smentirsi,z m e n ˈ t i r s i
smentita,z m e n ˈ t i t a
smeraldo,z m e ˈ r a l d o
smerigliare,z m e r i ʎ ˈ ʎ a r e
smettere,ˈ s m e t t e r e
smiagolare,s m j a g o ˈ l a r e
smilzo,ˈ z m i l t s o
smontare,z m o n ˈ t a r e
smorfia,ˈ z m ɔ r f j a
smorta,ˈ z m ɔ r t a
smorte,ˈ z m ɔ r t e
smorti,ˈ z m ɔ r t i
smorto,ˈ z m ɔ r t o
smussare,z m u s ˈ s a r e
snervante,z n e r ˈ v a n t e
so,s ɔ
sobborgo,s o b ˈ b o r g o
sobillatore,s o b i l l a ˈ t o r e
sobrietà,s o b r j e ˈ t a
sobrio,ˈ s ɔ b r j o
soccorrere,s o k ˈ k o r r e r e
soccorso,s o k ˈ k o r s o
sociale,s o ˈ t ʃ a l e
socialismo,s o t ʃ a ˈ l i z m o
socialista,s o t ʃ a ˈ l i s t a
socializzazione,s o t ʃ a l i d d z a ˈ t s j o n e
societario,s o t ʃ e ˈ t a r j o
società,s o t ʃ e ˈ t a
sociniana,s o t ʃ i ˈ n j a n a
sociniane,s o t ʃ i ˈ n j a n e
sociniani,s o t ʃ i ˈ n j a n i
sociniano,s o t ʃ i ˈ n j a n o
socio,ˈ s ɔ t ʃ o
socioeconomico,s ɔ t ʃ o e k o ˈ n ɔ m i k o
sociologia,s o t ʃ o l o ˈ d ʒ i a
socratico,s o ˈ k r a t i k o
sodale,s o ˈ d a l e
sodalizio,s o d a ˈ l i t s j o
soddisfare,s o d d i ˈ s f a r e
soddisfatto,s o d d i ˈ s f a t t o
soddisfazione,s o d d i s f a ˈ t s j o n e
sodio,ˈ s ɔ d j o
sodomizzare,s o d o m i d ˈ d z a r e
sofferenza,s o f f e ˈ r ɛ n t s a
soffiare,s o f ˈ f j a r e
soffiata,s o f ˈ f j a t a
soffietto,s o f ˈ f j e t t o
soffio,ˈ s o f f j o
soffitta,s o f ˈ f i t t a
soffrire,s o f ˈ f r i r e
sofisma,s o ˈ f i z m a
sofismi,s o ˈ f i z m i
sofista,s o ˈ f i s t a
sofistica,s o ˈ f i s t i k a
sofistico,s o ˈ f i s t i k o
software,ˈ s ɔ f t w ɛ r
soggettività,s o d d ʒ e t t i v i ˈ t a
soggetto,s o d ˈ d ʒ ɛ t t o
soggiornare,s o d d ʒ o r ˈ n a r e
soglio,s ɔ ʎ ʎ o
sogliola,ˈ s ɔ ʎ ʎ o l a
sognare,s o ˈ ɲ ɲ a r e
sogni,s oː ɲ ɪ
sogno,s oː ɲ o
soia,ˈ s ɔ j a
solamente,s o l a ˈ m e n t e
solare,s o ˈ l a r e
solarità,s o l a r i ˈ t a
solcatura,s o l k a ˈ t u r a
solco,ˈ s o l k o
soldato,s o l ˈ d a t o
soldo,ˈ s ɔ l d o
sole,ˈ s o l e
soleggiato,s o l e d ˈ d ʒ a t o
solerte,s o ˈ l ɛ r t e
solidale,s o l i ˈ d a l e
solidarietà,s o l i d a r j e ˈ t a
solidificazione,s o l i d i f i k a ˈ t s j o n e
solidità,s o l i d i ˈ t a
solido,ˈ s ɔ l i d o
soliloquio,s o l i ˈ l ɔ k w j o
solipsismo,s o l i ˈ p s i z m o
solipsistica,s o l i ˈ p s i s t i k a
solipsistici,s o l i ˈ p s i s t i k i
solipsistico,s o l i ˈ p s i s t i k o
solitario,s o l i ˈ t a r j o
solitudine,s o l i ˈ t u d i n e
sollazzarsi,s o l l a t ˈ t s a r s i
sollazzo,s o l ˈ l a t t s o
sollecitazione,s o l l e t ʃ i t a t ˈ t s j o n e
solleone,s o l l e ˈ o n e
solleticamenti,s o l e t i k a ˈ m e n t i
solleticamento,s o l e t i k a ˈ m e n t o
solleticare,s o l l e t i ˈ k a r e
sollevare,s o l l e ˈ v a r e
sollievo,s o l ˈ l j ɛ v o
solo,ˈ s o l o
solstizio,s o l ˈ s t i t s j o
soltanto,s o l ˈ t a n t o
soluzione,s o l u ˈ t s j o n e
solvente,s o l ˈ v ɛ n t e
somatico,s o ˈ m a t i k o
somiglianza,s o m i ʎ ˈ ʎ a n t s a
somma,ˈ s o m m a
sommare,s o m ˈ m a r e
sommo,ˈ s o m m o
sommossa,s o m ˈ m ɔ s s a
sommozzatore,s o m m o t t s a ˈ t o r e
sonabile,s o ˈ n a b i l e
sondaggio,s o n ˈ d a d d ʒ o
sondare,s o n ˈ d a r e
sonetto,s o ˈ n e t t o
sonnellino,s o n n e l ˈ l i n o
sonno,ˈ s o n n o
sonno,ˈ s ɔ n n o
sonnolenza,s o n n o ˈ l ɛ n t s a
sono,ˈ s ɔː n o
sono,ˈ s oː n o
sonorità,s o n o r i ˈ t a
sonoro,s o ˈ n ɔ r o
sontuari,s o n t u ˈ a r i
sontuaria,s o n t u ˈ a r i a
sontuarie,s o n t u ˈ a r i e
sontuario,s o n t u ˈ a r j o
sontuoso,s o n t ˈ o z o
soperchieria,s o p e r k j e ˈ r i a
sopore,s o ˈ p o r e
soppanno,s o p ˈ p a n n o
sopportare,s o p p o r ˈ t a r e
soppressione,s o p p r e s ˈ s j o n e
sopra,ˈ s o p r a
sopracciglio,s o p r a t ˈ t ʃ i ʎ ʎ o
sopraelevato,s o p r a e l e ˈ v a t o
soprano,s o ˈ p r a n o
soprappensiero,s o p r a p p e n ˈ s j ɛ r o
soprappiù,s o p r a p ˈ p j u
soprapporta,s o p r a p ˈ p ɔ r t a
soprapprezzo,s o p r a p ˈ p r ɛ t t s o
soprapprofitto,s o p r a p p r o ˈ f i t t o
soprattutto,s o p r a t ˈ t u t t o
sopravvissuto,s o p r a v v i s ˈ s u t o
sopravvivenza,s o p r a v v i ˈ v ɛ n t s a
sopravvivere,s o p r a v ˈ v i v e r e
soqquadro,s o k ˈ k w a d r o
sorabo,ˈ s ɔ r a b o
sordità,s o r d i ˈ t a
sordo,ˈ s o r d o
sorella,s o ˈ r ɛ l l a
sorelle,s o r ɛ l ˌ l e
sorgere,ˈ s o r d ʒ e r e
sororale,s o r o ˈ r a l e
sorpasso,s o r ˈ p a s s o
sorprendere,s o r ˈ p r ɛ n d e r e
sorpresa,s o r ˈ p r e z a
sorridere,s o r ˈ r i d e r e
sorriso,s o r ˈ r i s o
sorta,ˈ s ɔ r t a
sorte,ˈ s ɔ r t e
sorteggiare,s o r t e d ˈ d ʒ a r e
sortilegio,s o r t i ˈ l ɛ d ʒ o
sortilegio,s o r t i ˈ l ɛː d ʒ o
sorvegliato,s o r v e ʎ ˈ ʎ a t o
sosia,ˈ s ɔ z j a
sospendere,s o ˈ s p ɛ n d e r e
sospensione,s o s p e n ˈ s j o n e
sospetto,s o ˈ s p ɛ t t o
sospiro,s o ˈ s p i r o
sosta,ˈ s ɔ s t a
sostantivare,s o s t a n t i ˈ v a r e
sostantivato,s o s t a n t i ˈ v a t o
sostantivo,s o s t a n ˈ t i v o
sostanza,s o ˈ s t a n t s a
sostanziale,s o s t a n ˈ t s j a l e
sostanzialmente,s o s t a n t s j a l ˈ m e n t e
sostare,s o s ˈ t a r e
sostegno,s o ˈ s t e ɲ ɲ o
sostenere,s o s t e ˈ n e r e
sostenibilità,s o s t e n i b i l i ˈ t a
sostenitore,s o s t e n i ˈ t o r e
sostenuto,s o s t e ˈ n u t o
sostituzione,s o s t i t u t ˈ t s j o n e
sotterfugio,s o t t e r ˈ f u d ʒ o
sottile,s o t ˈ t i l e
sottocutaneo,s o t t o k u ˈ t a n e o
sottolineare,s o t t o l i n e ˈ a r e
sottomettere,s o t t o ˈ m e t t e r e
sottomissione,s o t t o m i s ˈ s j o n e
sottopalco,s o t t o ˈ p a l k o
sottopassaggio,s o t t o p a s ˈ s a d d ʒ o
sottoposto,s o t t o ˈ p o s t o
sottoprodotto,s o t t o p r o ˈ d o t t o
sottoscala,s o t t o ˈ s k a l a
sottoscrizione,s o t t o s k r i ˈ t s j o n e
sottostante,s o t t o s ˈ t a n t e
sottotetto,s o t t o ˈ t e t t o
sottotitolo,s o t t o ˈ t i t o l o
sottrarre,s o t ˈ t r a r r e
sovente,s o ˈ v ɛ n t e
soverchieria,s o v e r k j e ˈ r i a
sovesciare,s o v e ʃ i a r e
sovramagnificentissimamente,s o v r a m a ˌ ɲ i f i t ʃ e n ˌ t i s s i m a ˈ m e n t e
sovrane,s o ˈ v r a n e
sovrani,s o ˈ v r a n i
sovranità,s o v r a n i ˈ t a
sovrano,s o ˈ v r a n o
sovrappasso,s o v r a p ˈ p a s s o
sovrappopolare,s o v r a p p o p o ˈ l a r e
sovrappopolato,s o v r a p p o p o ˈ l a t o
sovrapporre,s o v r a p ˈ p o r r e
sovrapprezzo,s o v r a p ˈ p r ɛ t t s o
sovraprezzo,s o v r a ˈ p r ɛ t t s o
sovversivo,s o v v e r ˈ s i v o
sovvertimento,s o v v e r t i ˈ m e n t o
sovvertire,s o v v e r t i ˈ m e n t o
sovvertitore,s o v v e r t i ˈ t o r e
spaccato,s p a k ˈ k a t o
spacciatore,s p a t t ʃ a ˈ t o r e
spacconata,s p a k k o ˈ n a t a
spada,ˈ s p a d a
spade,ˈ s p a d e
spaghetti,s p a ˈ g e t t i
spaghetto,s p a ˈ g e t t o
spagna,ˈ s p a ɲ ɲ a
spagnolesco,s p a ɲ ɲ o ˈ l e s k o
spagnolismo,s p a ɲ ɲ o ˈ l i z m o
spagnolo,s p a ˈ ɲ ɲ ɔ l o
spago,s p aː g o
spalla,ˈ s p a l l a
spallata,s p a l ˈ l a t a
spalleggiare,s p a l l e d ˈ d ʒ a r e
spallina,s p a l ˈ l i n a
spalmare,s p a l ˈ m a r e
spandere,ˈ s p a n d e r e
spanna,ˈ s p a n n a
sparare,s p a ˈ r a r e
sparatoria,s p a r a ˈ t ɔ r j a
sparo,ˈ s p a r o
sparpagliare,s p a r p a ʎ ˈ ʎ a r e
spartano,s p a r ˈ t a n o
spartiata,s p a r t i ˈ a t a
spartiata,s p a r ˈ t j a t a
sparuto,s p a ˈ r u t o
sparviero,s p a r ˈ v j ɛ r o
spasimo,ˈ s p a z i m o
spasso,ˈ s p a s s o
spassoso,s p a s ˈ s o z o
spavaldo,s p a ˈ v a l d o
spaventapasseri,s p a v e n t a ˈ p a s s e r i
spaventare,s p a v e n ˈ t a r e
spavento,s p a ˈ v ɛ n t o
spaventoso,s p a v e n ˈ t o z o
spaziare,s p a ˈ t s j a r e
spazientirsi,s p a t s j e n ˈ t i r s i
spazio,ˈ s p a t s j o
spazzatura,s p a t t s a ˈ t u r a
spazzola,ˈ s p a t t s o l a
spazzolino,s p a t t s o ˈ l i n o
specchio,ˈ s p ɛ k k j o
speciale,s p e ˈ t ʃ a l e
specialista,s p e t ʃ a ˈ l i s t a
specialità,s p e t ʃ a l i ˈ t a
specializzato,s p e t ʃ a l i d ˈ d z a t o
specie,ˈ s p ɛ t ʃ e
specifico,s p e ˈ t ʃ i f i k o
specillo,s p e ˈ t ʃ i l l o
speculare,s p e k u ˈ l a r e
speculazione,s p e k u l a ˈ t s j o n e
spedizione,s p e d i ˈ t s j o n e
spegnere,ˈ s p ɛ ɲ ɲ e r e
speleologo,s p e l e ˈ ɔ l o g o
spelonca,s p e ˈ l o n k a
speme,ˈ s p ɛ m e
spendere,ˈ s p ɛ n d e r e
spennare,s p e n ˈ n a r e
spensieratezza,s p e n s j e r a ˈ t e t t s a
spento,ˈ s p ɛ n t o
speranza,s p e ˈ r a n t s a
sperare,s p e ˈ r a r e
sperequazione,s p e r e k w a ˈ t s j o n e
spericolato,s p e r i k o ˈ l a t o
sperimentale,s p e r i m e n ˈ t a l e
sperimentare,s p e r i m e n ˈ t a r e
sperma,ˈ s p ɛ r m a
sperone,s p e ˈ r o n e
spesa,ˈ s p e z a
spettabile,s p e t ˈ t a b i l e
spettacolare,s p e t t a k o ˈ l a r e
spettacolo,s p e t ˈ t a k o l o
spettacoloso,s p e t t a k o ˈ l o z o
spettanza,s p e t ˈ t a n t s a
spettare,s p e t ˈ t a r e
spettatore,s p e t t a ˈ t o r e
spettinato,s p e t t i ˈ n a t o
spettro,ˈ s p ɛ t t r o
spettroscopia,s p e t t r o s k o ˈ p i a
spia,ˈ s p i a
spiaccicare,s p j a t t ʃ i ˈ k a r e
spiaggia,ˈ s p j a d d ʒ a
spianare,s p j a ˈ n a r e
spiantato,s p j a n ˈ t a t o
spicchio,ˈ s p i k k j o
spicciolo,ˈ s p i t t ʃ o l o
spicco,ˈ s p i k k o
spiegare,s p j e ˈ g a r e
spiegazione,s p j e g a ˈ t s j o n e
spietati,s p j e ˈ t a t i
spietato,s p j e ˈ t a t o
spifferare,s p i f f e ˈ r a r e
spigliatezza,s p i ʎ ʎ a ˈ t e t t s a
spigliato,s p i ʎ ˈ ʎ a t o
spigolo,ˈ s p i g o l o
spillare,s p i l ˈ l a r e
spilli,ˈ s p i l l i
spillo,ˈ s p i l l o
spillone,s p i l ˈ l o n e
spilloni,s p i l ˈ l o n i
spilungone,s p i l u n ˈ g o n e
spina,ˈ s p i n a
spinato,s p i ˈ n a t o
spine,ˈ s p i n e
spinello,s p i ˈ n ɛ l l o
spingere,ˈ s p i n d ʒ e r e
spinoso,s p i ˈ n o z o
spinotto,s p i ˈ n ɔ t t o
spinta,ˈ s p i n t a
spintarella,s p i n t a ˈ r ɛ l l a
spionaggio,s p j o ˈ n a d d ʒ o
spiovente,s p j o ˈ v ɛ n t e
spira,ˈ s p i r a
spiraglio,s p i ˈ r a ʎ ʎ o
spirare,s p i ˈ r a r e
spiritualismo,s p i r i t u a ˈ l i z m o
spiritualità,s p i r i t u a l i ˈ t a
splendere,ˈ s p l ɛ n d e r e
splendida,ˈ s p l ɛ n d i d a
splendido,ˈ s p l ɛ n d i d o
splendore,s p l e n ˈ d o r e
splenectomia,s p l e n e k t o ˈ m i a
spleniale,s p l e n i ˈ a l e
splenio,s p l ɛ n j o
spocchioso,s p o k ˈ k j o z o
spogliarellista,s p o ʎ ʎ a r e l ˈ l i s t a
spogliarello,s p o ʎ a ˈ r ɛ l l o
spoglio,ˈ s p ɔ ʎ ʎ o
spoliazione,s p o l j a t ˈ t s j o n e
spolverare,s p o l v e ˈ r a r e
spontaneo,s p o n ˈ t a n e o
sporcare,s p o r ˈ k a r e
sporgenza,s p o r ˈ d ʒ ɛ n t s a
sporgere,ˈ s p ɔ r d ʒ e r e
sporta,ˈ s p ɔ r t a
sportello,s p o r ˈ t ɛ l l o
sporto,ˈ s p ɔ r t o
sposalizio,s p o z a ˈ l i t s j o
spossato,s p o s ˈ s a t o
spostare,s p o ˈ s t a r e
spranga,ˈ s p r a ŋ g a
sprangare,s p r a n ˈ g a r e
sprangato,s p r a n ˈ g a t o
sprazzo,ˈ s p r a t t s o
sprecare,s p r e ˈ k a r e
sprecarsi,s p r e ˈ k a r s i
sprecato,s p r e ˈ k a t o
spreco,ˈ s p r ɛ k o
sprecone,s p r e ˈ k o n e
spregevole,s p r e ˈ d ʒ e v o l e
spregi,ˈ s p r ɛ d ʒ i
spregiare,s p r e ˈ d ʒ a r e
spregiativa,s p r e d ʒ a ˈ t i v a
spregiativamente,s p r e d ʒ a t i v a ˈ m e n t e
spregiative,s p r e d ʒ a ˈ t i v e
spregiativi,s p r e d ʒ a ˈ t i v i
spregiativo,s p r e d ʒ a ˈ t i v o
spregiatore,s p r e d ʒ a ˈ t o r e
spregio,ˈ s p r ɛ d ʒ o
spregiudicato,s p r e d ʒ u d i ˈ k a t o
spremuta,s p r e ˈ m u t a
sprezzante,s p r e t ˈ t s a n t e
sprigionare,s p r i d ʒ o ˈ n a r e
sprofondare,s p r o f o n ˈ d a r e
sproloquio,s p r o ˈ l ɔ k w j o
spronare,s p r o ˈ n a r e
sprone,ˈ s p r o n e
sproporzionato,s p r o p o r t s j o ˈ n a t o
sprovveduto,i m p r e k a t ˈ t s j o n e
sprovvista,s p r o v ˈ v i s t a
sprovviste,s p r o v ˈ v i s t e
sprovvisti,s p r o v ˈ v i s t i
sprovvisto,s p r o v ˈ v i s t o
spruzzo,ˈ s p r u t t s o
spudorata,s p u d o ˈ r a t a
spudorati,s p u d o ˈ r a t a
spudorato,s p u d o ˈ r a t o
spuntino,s p u n ˈ t i n o
spurio,ˈ s p u r j o
sputare,s p u ˈ t a r e
sputo,ˈ s p u t o
squadra,ˈ s k w a d r a
squallido,ˈ s k w a l l i d o
squalo,ˈ s k w a l o
squama,ˈ s k w a m a
squamato,s k w a ˈ m a t o
squarciare,s k w a r ˈ t ʃ a r e
squassare,s k w a s ˈ s a r e
squilibrato,s k w i l i ˈ b r a t o
squillo,ˈ s k w i l l o
squisito,s k w i ˈ z i t o
sradicare,z r a d i ˈ k a r e
